Category|Title|Snippet
Politics|Share your thoughts on the Labour leadership election|The candidates for the Labour leadership election have been finalised. Keir Starmer, Rebecca Long-Bailey, Lisa Nandy, Jess Phillips and Emily Thornber …
Politics|Lisa Nandy tells Labour: be brave and choose me as leader|Lisa Nandy has claimed voters in the general election found the prospect of a Labour government under Jeremy Corbyn “frightening”, and said the party …
Business|Passengers on Flybe's troubles: 'There’s no other way I can get to work'|Summary: Flybe passengers dependent on the airline to get around the UK and Europe have warned of the impact on their lives if the regional carrier collapses. …
Sport|Louis Rees-Zammit signs up to new long-term contract with Gloucester|Gloucester have moved to secure the future of their 18-year-old wing Louis Rees-Zammit, who is expected to be named in Wales’s squad for the Six Natio …
Business|MPC may need more data before it considers cutting interest rates|Figures published on Monday showed the economy was going backwards in November while the politicians were out canvassing for votes. Activity in the la …
Politics|Clive Smee obituary|Summary: In 1985 Clive Smee, who had recently been appointed chief economic adviser to the Department of Health and Social Security, commissioned two studies. …
Politics|Nigel Farage 'will not take a penny' of £153,000 MEP golden goodbye|Summary: Nigel Farage “will not take a penny” of the £153,000 windfall he could claim for his 20-year stint as a member of the European parliament, his spokesm …
Politics|What are the priorities for Northern Ireland's restored executive?|The Northern Ireland secretary, Julian Smith, has pledged major investment to alleviate problems in the region’s struggling public services as part of …
Politics|Nicky Morgan's journey of forgetfulness leads her to seat in Lords|The merest flicker of concern passed across Black Rod’s face. Nicky Morgan had forgotten so much in recent months, it was entirely possible she might …
Business|Nigerian oil firm's shares suspended after revealing alleged scam|A small Nigerian oil company has revealed an alleged scam after handing over $600,000 to a consultancy which had promised to help to arrange a loan fr …
Sport|I’m a forwards coach, mate: Proudfoot cut from same cloth as Eddie Jones|There was a moment during last year’s World Cup when Matt Proudfoot, who on Monday was appointed England’s forwards coach, sounded just like his new b …
Sport|Four decades, 73 singles titles: Serena Williams’s epic journey|1990s When Venus Williams burst into the world of tennis by reaching the 1997 US Open final, nobody had a better seat on Arthur Ashe Arena than her yo …
Sport|Woakes, Archer and Wood bowl off for spot in Test team, says Collingwood|Three pacemen and one place: that is England’s dilemma here. Someone has to replace Jimmy Anderson in the team and the only way the three candidates – …
Politics|Fox urges Johnson to merge Foreign Office and aid department|Boris Johnson must “slaughter sacred cows” by merging the Foreign Office (FCO) and Department of International Development (DfID), the former internat …
Sport|Siya Kolisi’s inspiring example wins deserved acclaim from rugby scribes|In central London on Monday night the assembled cast of almost 500 guests was a typically eclectic one. It always is at the annual Rugby Union Writers …
Sport|Smoke plays havoc as Australian Open qualifier suffers coughing fit|The safety of players at this year’s Australian Open has been brought into sharp focus after a day of poor air quality in Melbourne forced the abandon …
Politics|Brexit weekly briefing: UK and EU all smiles but faultlines obvious|Welcome to the Guardian’s weekly Brexit briefing, which, after more than three and a half years and nearly 170 instalments, will be landing in your in …
Business|Suncorp and IAG temporarily stop selling insurance in fire-affected areas of Victoria and NSW|Two of Australia’s biggest insurers, Suncorp and IAG, have temporarily stopped selling insurance policies across large swathes of Victoria and some ar …
Business|Flybe: government considers air passenger duty cut to save airline|The future of Flybe remains in doubt on Tuesday night amid emergency talks between the chancellor, Sajid Javid, and the business and transport departm …
Politics|Boris Johnson's BBC Breakfast interview: the main points|Boris Johnson has given his first broadcast interview since the general election to BBC Breakfast. Here are the main themes of his interview with Dan …
Politics|Boris Johnson refuses to grant Scotland powers to hold independence vote|Boris Johnson has written to Nicola Sturgeon to formally reject her request for the transfer of powers necessary to hold a second referendum on Scotti …
Sport|How the Houston Astros went from champions to a shamed shambles|It must have felt good to be one of the Houston Astros on 29 October last year, to be part of one of the most talented teams ever assembled and to be …
Business|Total to move financial hub from London to Paris after Brexit|The French oil company Total plans to pull its cash out of the UK after Brexit and return its financial hub to Paris in a show of faith in Europe, acc …
Politics|Boris Johnson's Big Ben Brexit bong plan falls flat|An energetic if perhaps niche campaign to ensure the chimes of Big Ben sound at the moment of Brexit on 31 January appears doomed after Commons author …
Sport|Australia hammer India in first one-day international – as it happened|And here’s a match report: That’ll do us from Mumbai. Australia the big winners, hammering the hosts by ten wickets with 12.2 overs in hand. Can India …
